state_2018,birth_year,sex,race,party_id,ideo5_2019,newsint_2019,pew_religimp_2019,faminc_new_2019,educ_2019,ft_black_2017,ft_hisp_2017,ft_asian_2017,diff_inc_2019
Wisconsin,1961,Male,Other,Independent,3,1,1,NA,4,46,90,90,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,82,NA,NA
Texas,1943,Female,Hispanic,Democrat,3,1,2,4,2,91,99,93,4
Not Asked,1959,Female,White,Independent,4,1,4,9,5,70,69,51,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,35,67,NA
Illinois,1942,Female,Black,Democrat,2,2,3,10,3,78,75,100,1
Iowa,1984,Female,White,Democrat,2,4,1,6,6,44,50,49,3
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,51,NA
California,1957,Male,White,Independent,3,1,2,3,3,51,50,50,4
NA,1959,Male,White,Democrat,3,1,1,8,4,53,49,50,4
California,1955,Male,White,Independent,4,2,1,10,5,66,66,91,2
Not Asked,1957,Female,White,Democrat,2,2,2,9,3,95,91,78,3
Alabama,1962,Female,Black,Democrat,4,2,2,2,4,50,11,18,4
Ohio,1967,Male,White,Republican,4,1,1,NA,6,97,81,97,5
NA,1962,Male,White,Republican,4,1,3,7,3,96,97,96,5
Michigan,1951,Female,White,Independent,5,2,4,3,4,100,90,72,1
Utah,1950,Female,White,Democrat,1,2,1,4,3,51,50,99,3
Iowa,1965,Female,White,Independent,3,2,2,8,5,68,88,76,2
California,1950,Male,White,Independent,3,1,1,13,5,96,74,100,3
New York,1957,Male,Other,Independent,4,1,4,10,5,50,50,50,5
Kentucky,1937,Female,White,Democrat,3,2,1,5,2,70,71,52,5
Not Asked,1965,Female,Asian,Other,5,1,2,8,6,75,80,80,4
New Mexico,1956,Male,White,Republican,4,1,3,9,4,49,50,81,5
Pennsylvania,1957,Female,White,Independent,3,3,4,4,4,91,90,51,5
NA,1959,Female,White,Independent,2,2,2,7,5,73,44,72,2
California,1956,Female,White,Republican,5,1,1,NA,5,100,99,100,5
New York,1961,Male,White,Democrat,3,1,1,9,6,61,80,87,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,89,77,NA
New York,1953,Female,Mixed,Independent,3,1,1,NA,5,80,80,80,3
NA,1940,Male,White,Republican,4,1,1,16,6,25,79,99,5
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,86,84,NA
Not Asked,1955,Male,Hispanic,Democrat,3,2,1,NA,6,75,77,97,3
Illinois,1959,Female,White,Republican,4,1,1,5,5,78,68,70,3
Mississippi,1963,Male,White,Republican,5,2,2,12,6,81,51,70,5
NA,1969,Female,White,Democrat,3,2,1,4,3,69,49,63,2
Pennsylvania,1965,Female,White,Republican,4,1,2,8,5,51,46,51,5
New Hampshire,1957,Female,White,Democrat,3,2,2,4,4,93,85,100,3
North Carolina,1953,Female,White,Independent,NA,4,2,1,2,0,0,0,3
Colorado,1950,Female,White,Republican,4,1,1,3,4,50,50,50,5
Kansas,1962,Female,White,Democrat,3,3,2,8,5,91,70,82,1
Florida,1947,Male,White,Independent,NA,1,3,9,5,81,78,81,4
Tennessee,1957,Female,White,Republican,5,1,1,10,4,29,11,9,3
NA,1943,Male,White,Independent,4,2,2,NA,6,93,94,91,5
Maryland,1941,Female,White,Republican,5,1,1,10,2,31,60,22,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,78,78,NA
Illinois,1965,Female,White,Democrat,1,2,3,10,5,80,84,81,3
Colorado,1961,Male,White,Democrat,3,2,4,2,2,58,36,100,2
New York,1970,Male,White,Independent,2,1,4,7,6,50,50,50,4
Pennsylvania,1960,Female,White,Republican,4,2,1,7,5,69,63,48,4
South Dakota,1964,Male,White,Independent,3,1,1,3,3,97,100,67,2
NA,1965,Female,White,Democrat,2,1,4,13,3,78,75,83,4
Mississippi,1957,Female,Middle Eastern,Republican,3,1,1,1,3,100,100,100,5
California,1945,Female,Asian,Democrat,2,2,2,3,2,51,51,51,2
NA,1936,Female,Black,Democrat,3,1,1,NA,6,100,90,95,5
NA,1988,Male,White,Democrat,1,1,4,5,5,56,59,71,2
Illinois,1976,Female,White,Republican,4,1,2,5,3,51,0,4,5
Montana,1937,Female,White,Democrat,3,1,1,NA,6,50,71,79,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,37,53,NA
Rhode Island,1948,Female,White,Independent,3,1,3,11,5,100,99,100,3
Missouri,1969,Female,White,Republican,5,3,1,7,5,60,59,90,5
Maryland,1983,Female,Black,Independent,3,2,4,5,5,89,99,100,2
NA,1971,Male,White,Democrat,3,1,2,12,5,50,50,51,3
Georgia,1963,Male,White,Republican,5,1,2,5,3,50,50,50,5
South Carolina,1960,Male,White,Other,3,4,2,9,3,81,81,NA,5
NA,1943,Male,White,Republican,4,1,1,5,2,4,22,7,4
NA,1974,Male,Black,Democrat,3,2,1,7,3,100,98,98,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,60,NA,NA
NA,1953,Female,White,Republican,3,2,2,5,5,50,50,76,5
Ohio,1954,Male,White,Republican,4,1,1,4,2,60,80,73,4
NA,1952,Male,White,Independent,3,1,1,16,6,100,100,88,5
North Carolina,1942,Female,White,Democrat,3,1,2,5,5,63,62,56,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,12,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,89,97,NA
Missouri,1931,Female,White,Republican,4,2,1,3,4,68,77,31,4
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Pennsylvania,1958,Female,White,Republican,3,2,1,7,3,91,55,73,4
Virginia,1963,Female,White,Democrat,1,1,1,6,6,90,99,99,2
Illinois,1957,Female,White,Independent,3,1,2,9,5,73,30,88,5
Pennsylvania,1969,Male,White,Republican,5,2,1,12,5,53,18,48,5
Florida,1967,Female,White,Independent,3,2,3,4,4,76,71,77,2
NA,1950,Male,White,Republican,4,1,1,6,6,100,100,94,5
Indiana,1981,Female,White,Democrat,1,2,4,NA,5,51,40,79,2
Illinois,1945,Female,White,Independent,3,1,4,5,5,51,52,50,3
Indiana,1957,Female,White,Democrat,2,1,4,12,6,74,71,71,2
NA,1951,Male,White,Republican,4,1,2,6,3,68,69,73,2
Michigan,1958,Male,White,Not sure,3,3,2,7,2,78,51,40,3
Minnesota,1958,Male,White,Independent,3,1,2,5,6,66,100,100,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,76,76,NA
NA,1948,Male,White,Republican,4,1,1,10,5,99,98,99,5
Connecticut,1958,Female,White,Democrat,2,1,4,8,5,69,63,66,3
NA,1969,Female,Black,Democrat,1,2,2,6,2,100,77,51,3
NA,1948,Female,White,Independent,3,1,1,4,5,76,75,85,5
NA,1968,Female,White,Democrat,1,1,2,12,5,77,78,83,1
Kansas,1957,Male,White,Republican,4,3,1,5,2,50,60,50,4
Not Asked,1945,Male,White,Independent,4,1,1,9,4,62,64,77,5
Massachusetts,1968,Female,White,Independent,3,2,1,9,5,89,89,93,3
Pennsylvania,1963,Male,Other,Independent,4,1,1,8,2,81,75,78,5
Ohio,1960,Female,Native American,Democrat,5,3,2,8,2,66,75,68,3
Florida,1972,Female,White,Independent,3,2,2,8,3,51,50,51,5
Kentucky,1946,Female,White,Republican,4,2,1,2,2,71,58,50,1
New York,1949,Male,White,Democrat,3,2,4,5,2,50,50,50,3
Minnesota,1964,Male,White,Not sure,NA,4,4,1,2,11,24,69,3
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,81,81,NA
Connecticut,1974,Male,White,Republican,4,1,4,4,5,50,71,98,4
New York,1957,Male,White,Democrat,3,1,4,6,2,76,91,80,4
Ohio,1951,Male,White,Independent,3,1,3,13,6,81,61,60,3
NA,1963,Female,White,Republican,4,2,1,9,2,51,51,50,5
California,1953,Female,White,Republican,3,2,4,6,3,76,78,69,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Missouri,1962,Female,White,Republican,3,1,2,9,5,84,78,90,4
Washington,1977,Male,White,Independent,3,2,4,12,6,0,2,6,5
Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,51,90,NA
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,80,80,NA
California,1966,Female,Black,Independent,3,2,1,12,5,100,99,98,5
Massachusetts,1971,Female,White,Democrat,1,1,1,2,3,99,97,97,2
NA,1952,Female,White,Democrat,3,1,2,12,2,93,64,81,3
Texas,1941,Female,White,Democrat,3,1,2,7,3,91,95,69,4
Pennsylvania,1956,Female,White,Independent,3,3,2,9,2,90,88,91,2
NA,1968,Female,White,Democrat,1,1,3,12,6,100,100,100,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Indiana,1940,Female,White,Democrat,2,1,3,3,2,90,89,86,2
NA,1969,Male,White,Democrat,2,1,4,2,5,50,74,88,4
NA,1944,Female,Black,Democrat,3,1,1,6,3,100,100,55,3
Wisconsin,1963,Female,Other,Other,5,1,1,2,2,100,100,100,2
NA,1963,Female,White,Republican,NA,3,4,9,2,83,74,55,3
Arkansas,1957,Female,White,Republican,4,1,1,4,2,78,28,65,3
Nebraska,1945,Male,White,Republican,3,2,2,9,5,99,100,97,4
New Jersey,1987,Male,Black,Democrat,1,NA,4,5,2,97,NA,95,3
Maine,1945,Male,White,Democrat,4,1,2,6,3,51,1,64,3
NA,1950,Female,White,Democrat,3,2,1,NA,1,71,30,51,2
Georgia,1986,Female,Black,Democrat,NA,3,2,NA,3,51,47,50,3
Iowa,1969,Female,White,Democrat,1,1,2,9,6,75,75,75,3
NA,1945,Male,White,Independent,NA,2,3,NA,6,80,41,84,NA
South Carolina,1985,Female,White,Not sure,1,4,4,1,2,51,50,50,3
Texas,1961,Female,White,Independent,2,1,4,4,3,70,NA,NA,2
NA,1965,Female,White,Democrat,2,3,4,3,3,77,81,75,2
Ohio,1960,Female,White,Independent,4,1,1,7,2,80,90,91,5
Michigan,1974,Male,White,Independent,2,2,4,13,5,63,59,70,5
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,66,63,NA
NA,1938,Female,White,Democrat,2,1,1,5,3,79,50,80,4
New York,1962,Female,Black,Democrat,1,1,3,10,5,99,98,97,4
Louisiana,1951,Female,White,Republican,5,1,1,4,2,91,91,84,3
Ohio,1946,Female,White,Independent,3,1,3,11,4,91,89,88,3
South Carolina,1987,Female,Black,Independent,2,1,2,8,5,100,100,100,1
Tennessee,1964,Male,White,Republican,4,3,2,7,2,74,39,50,5
Massachusetts,1949,Female,White,Republican,4,1,1,11,5,96,94,95,5
Alaska,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,51,90,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,80,51,NA
Arizona,1947,Male,White,Independent,3,2,2,7,3,99,88,100,4
Louisiana,1957,Female,White,Republican,4,2,1,9,2,75,9,3,1
New York,1947,Female,White,Republican,4,2,1,5,4,35,50,86,4
Wisconsin,1960,Male,Hispanic,Independent,3,1,4,13,5,100,100,100,1
Minnesota,1952,Male,White,Democrat,3,1,2,12,4,80,89,81,3
Illinois,1938,Male,White,Democrat,3,1,1,4,6,71,89,83,5
NA,1951,Male,Hispanic,Democrat,3,1,3,12,2,60,98,59,5
NA,1956,Female,White,Republican,4,1,1,4,3,51,51,80,5
Illinois,1955,Male,White,Independent,2,1,3,2,4,67,69,86,3
District of Columbia,1948,Female,White,Independent,4,2,2,3,3,95,90,90,3
Pennsylvania,1946,Male,White,Democrat,3,1,1,2,2,99,98,98,1
New York,1983,Male,White,Republican,4,1,1,8,6,81,87,88,5
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,51,100,NA
Iowa,1977,Female,White,Democrat,2,3,4,7,6,81,73,78,2
California,1960,Male,White,Independent,3,1,2,8,3,94,88,82,1
NA,1965,Male,White,Republican,4,1,2,13,6,100,100,100,5
NA,1964,Female,White,Independent,2,2,3,7,3,100,95,96,3
New York,1940,Female,White,Independent,3,1,2,2,2,85,66,85,3
Illinois,1983,Male,Hispanic,Democrat,3,3,3,7,2,50,52,50,3
Pennsylvania,1937,Female,White,Independent,2,1,2,6,5,49,53,52,4
NA,1944,Female,White,Independent,3,1,2,12,5,52,28,70,5
NA,1948,Female,White,Republican,4,2,3,6,4,89,97,95,5
Virginia,1956,Female,White,Democrat,3,1,1,6,6,63,60,55,1
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,76,88,NA
Michigan,1980,Female,White,Independent,3,3,2,9,5,26,62,50,4
New Jersey,1956,Female,White,Democrat,3,1,1,9,5,68,91,80,5
California,1952,Male,White,Democrat,2,1,4,5,4,95,76,76,4
NA,1978,Female,Asian,Democrat,3,3,1,7,5,49,50,80,3
South Carolina,1948,Male,White,Republican,2,2,1,8,2,70,80,85,5
Illinois,1946,Female,White,Republican,4,1,4,7,3,27,39,95,5
Wisconsin,1942,Female,White,Independent,4,2,1,3,1,91,100,51,3
NA,1962,Female,Black,Independent,3,3,1,9,6,100,100,96,3
South Carolina,1949,Female,White,Republican,4,2,1,6,3,85,70,50,5
Wisconsin,1956,Female,White,Democrat,NA,3,2,1,1,44,46,44,2
New York,1961,Female,Mixed,Republican,5,2,1,4,5,10,51,50,5
Oregon,1978,Female,Mixed,Democrat,1,3,4,5,5,50,50,50,2
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,NA
Connecticut,1966,Female,White,Democrat,2,4,2,8,5,58,54,43,1
NA,1981,Female,White,Republican,3,3,3,10,6,81,81,70,5
Michigan,1968,Female,White,Republican,4,1,1,6,4,62,25,23,5
Nebraska,1951,Female,White,Independent,5,2,1,4,4,93,89,82,5
NA,1960,Female,Black,Democrat,4,3,1,3,1,100,75,33,1
Michigan,1983,Female,White,Not sure,NA,4,4,3,2,100,100,100,4
Maryland,1948,Female,White,Republican,3,1,3,6,2,47,52,51,4
Louisiana,1941,Female,Mixed,Independent,5,3,2,2,2,81,71,77,4
Illinois,1950,Female,Black,Democrat,3,1,1,4,5,98,88,90,1
Tennessee,1966,Male,White,Independent,4,1,2,NA,3,79,51,99,5
New Jersey,1955,Female,White,Democrat,1,1,4,14,6,100,93,98,2
Indiana,1946,Female,White,Republican,4,1,1,8,3,49,51,86,5
Oklahoma,1953,Male,White,Republican,5,1,2,NA,6,50,50,NA,5
Utah,1981,Male,White,Independent,3,1,1,9,6,50,50,54,3
NA,1946,Male,White,Democrat,1,1,4,4,2,90,91,89,2
Not Asked,1957,Male,White,Democrat,3,1,3,15,5,60,76,90,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,94,91,NA
Michigan,1975,Female,White,Democrat,3,4,2,6,4,56,65,69,5
Massachusetts,1987,Male,White,Independent,2,1,4,5,5,94,90,81,1
Massachusetts,1979,Male,White,Democrat,1,1,2,11,5,100,80,84,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,100,61,NA
Illinois,1958,Female,White,Republican,4,3,1,9,4,72,62,97,5
California,1958,Female,White,Republican,4,1,1,9,5,90,80,90,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,84,75,NA
NA,1974,Female,White,Republican,4,1,1,NA,5,97,97,97,5
NA,1943,Female,White,Independent,3,3,2,4,5,51,89,80,3
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,19,NA
Georgia,1941,Female,White,Democrat,2,1,1,3,2,91,85,84,2
California,1963,Male,White,Democrat,2,1,4,6,3,90,96,98,1
Texas,1962,Female,White,Independent,3,1,1,14,3,70,81,100,5
Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,100,51,NA
Louisiana,1954,Female,Black,Democrat,NA,1,1,13,1,98,98,97,5
Not Asked,1959,Male,White,Democrat,3,2,2,3,1,80,NA,NA,3
New York,1969,Female,Hispanic,Republican,5,1,1,9,5,81,69,66,5
Georgia,1955,Female,White,Democrat,3,1,2,NA,5,100,100,100,2
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,77,77,NA
Maryland,1989,Female,White,Independent,4,4,1,NA,5,62,59,69,2
Iowa,1983,Male,White,Independent,3,3,3,5,5,79,88,76,2
New York,1943,Female,White,Independent,3,1,2,4,2,72,79,76,5
NA,1981,Female,White,Democrat,2,2,3,3,2,64,64,64,1
New Jersey,1955,Male,White,Republican,4,1,2,6,2,72,62,68,5
New York,1958,Female,White,Independent,3,2,4,13,5,49,20,47,5
New York,1949,Female,Hispanic,Democrat,3,1,1,4,2,75,75,44,2
Pennsylvania,1945,Female,White,Democrat,2,1,3,8,5,96,96,99,2
Texas,1988,Female,White,Republican,NA,4,2,10,5,64,63,92,5
Maine,1964,Male,White,Republican,3,1,4,4,4,85,85,86,2
California,1944,Male,White,Republican,4,1,1,4,2,85,80,80,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,NA
NA,1985,Female,Asian,Independent,2,2,1,5,6,30,82,95,2
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,81,86,NA
North Carolina,1964,Female,White,Democrat,2,2,1,9,6,75,83,75,2
Not Asked,1938,Female,White,Republican,4,1,1,5,2,51,50,50,5
Illinois,1977,Female,White,Democrat,2,1,1,9,5,38,34,41,4
Georgia,1949,Female,Black,Democrat,2,1,1,4,4,98,90,79,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,71,38,NA
Florida,1954,Female,Hispanic,Democrat,3,3,3,2,3,84,73,23,1
New York,1967,Male,White,Republican,4,1,3,9,3,50,51,50,4
NA,1961,Female,White,Republican,4,1,4,9,6,72,70,81,5
Iowa,1967,Female,White,Independent,NA,2,3,2,4,50,50,50,3
Arizona,1985,Female,White,Independent,3,1,4,9,3,81,69,79,4
Minnesota,1961,Female,White,Democrat,1,4,4,2,2,51,49,51,3
Iowa,1947,Female,White,Not sure,3,1,1,4,2,70,0,91,4
Not Asked,1934,Female,White,Independent,2,2,4,3,2,80,86,91,1
Oklahoma,1984,Female,White,Republican,5,4,1,7,5,84,63,68,5
Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,69,65,NA
Connecticut,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,52,62,NA
Illinois,1964,Female,White,Democrat,2,1,4,7,6,70,76,79,1
Illinois,1963,Female,Black,Democrat,NA,1,2,7,3,32,42,75,1
Washington,1989,Female,Other,Independent,4,2,1,9,5,54,71,47,5
Idaho,1982,Female,White,Democrat,1,1,4,7,6,60,58,53,1
Florida,1958,Male,White,Independent,5,1,1,NA,6,100,96,100,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50,50,NA
New York,1953,Female,White,Democrat,2,2,3,11,5,45,63,81,4
NA,1957,Female,White,Independent,2,1,3,3,3,85,85,91,1
Nevada,1960,Female,White,Democrat,1,1,4,4,6,100,100,91,1
Mississippi,1954,Female,Black,Democrat,4,2,1,4,2,99,99,97,2
California,1942,Male,White,Independent,1,1,4,11,6,70,70,72,1
Illinois,1935,Male,White,Democrat,2,1,2,9,6,65,65,74,2
California,1963,Female,White,Democrat,3,1,2,12,4,98,95,93,2
Ohio,1943,Male,White,Republican,3,1,1,9,2,26,17,31,5
Arizona,1943,Male,White,Republican,4,1,2,6,5,84,51,51,5
Arizona,1964,Female,White,Republican,4,1,2,NA,2,96,96,96,5
NA,1966,Female,White,Independent,4,1,1,9,3,70,74,78,5
Illinois,1951,Male,White,Democrat,3,3,3,5,1,46,47,46,3
Pennsylvania,1946,Male,White,Republican,5,1,1,10,6,60,65,90,5
Arkansas,1959,Male,White,Independent,3,1,4,7,5,70,70,60,3
NA,1939,Male,White,Independent,4,1,1,4,2,60,81,80,5
Florida,1946,Male,White,Republican,5,1,1,7,2,34,26,76,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,84,62,NA
Pennsylvania,1954,Female,White,Independent,3,1,4,3,3,50,80,50,2
Pennsylvania,1959,Male,Black,Democrat,3,3,1,3,3,54,58,50,3
California,1956,Female,White,Democrat,3,1,1,11,5,87,84,94,1
NA,1960,Male,White,Democrat,3,2,2,2,2,65,66,70,1
Wisconsin,1947,Female,White,Democrat,2,1,1,6,2,80,78,84,1
Illinois,1959,Male,White,Independent,1,1,4,8,6,75,75,75,1
Mississippi,1968,Female,White,Independent,3,1,3,3,3,55,40,55,4
Wisconsin,1946,Female,White,Democrat,2,1,3,4,5,69,71,61,2
NA,1948,Male,White,Democrat,5,2,2,7,3,53,33,50,3
North Carolina,1959,Female,White,Independent,3,2,1,2,2,15,10,15,2
NA,1963,Male,White,Republican,4,1,1,8,2,47,43,64,5
California,1974,Male,White,Democrat,2,1,2,8,3,71,82,59,3
New Jersey,1939,Male,White,Independent,3,1,1,6,2,99,99,99,5
Michigan,1972,Female,White,Independent,2,2,2,6,4,59,52,57,2
Louisiana,1965,Female,Black,Democrat,3,1,3,NA,5,100,81,50,3
NA,1947,Male,Hispanic,Independent,2,1,1,7,6,70,96,88,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,97,95,NA
Illinois,1947,Male,White,Independent,4,1,1,NA,5,81,71,19,5
California,1954,Female,Hispanic,Republican,4,1,2,11,2,80,80,80,5
NA,1980,Male,Other,Democrat,2,1,1,5,5,52,75,100,2
NA,1956,Female,White,Democrat,3,2,1,9,4,94,90,90,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,53,53,NA
NA,1965,Male,White,Democrat,2,1,4,16,5,41,91,96,1
West Virginia,1953,Male,White,Republican,4,3,1,4,2,71,90,90,5
Ohio,1950,Male,White,Democrat,3,1,2,8,5,50,70,90,5
Ohio,1948,Male,White,Republican,5,1,1,6,3,76,97,72,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,80,80,NA
Wisconsin,1957,Female,White,Democrat,1,1,1,NA,4,99,82,88,3
Maine,1966,Female,White,Democrat,2,1,4,NA,5,95,96,94,1
NA,1941,Female,White,Democrat,2,3,1,NA,2,94,93,99,3
New York,1948,Male,White,Republican,4,2,4,8,4,13,36,83,5
Maryland,1958,Female,White,Republican,3,1,2,NA,3,80,80,81,5
Illinois,1965,Female,Black,Not sure,3,2,1,7,5,91,75,91,1
Colorado,1949,Male,White,Independent,4,1,2,9,5,78,75,76,5
NA,1973,Female,Black,Other,NA,1,3,9,3,96,66,94,3
NA,1944,Male,White,Republican,5,1,1,6,4,50,41,81,5
NA,1958,Male,Hispanic,Republican,5,1,1,4,3,100,100,100,5
Tennessee,1953,Female,White,Democrat,3,1,1,11,6,79,65,73,2
Michigan,1949,Male,White,Republican,3,1,1,3,2,50,51,65,1
South Dakota,1971,Female,White,Republican,5,1,1,10,4,13,51,28,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,100,92,NA
Missouri,1966,Male,White,Other,5,1,1,9,2,100,100,100,5
NA,1954,Female,Black,Democrat,2,1,2,NA,3,100,92,89,4
North Carolina,1968,Female,White,Republican,4,2,2,4,5,25,43,22,3
Massachusetts,1942,Male,White,Independent,3,2,4,5,2,69,71,66,4
Illinois,1961,Male,White,Republican,4,1,4,8,3,41,41,49,5
NA,1973,Male,White,Independent,3,2,4,7,2,52,24,50,1
NA,1954,Female,White,Republican,5,1,1,12,6,56,59,56,5
California,1966,Female,White,Republican,3,1,4,11,6,78,72,71,4
Illinois,1964,Male,White,Independent,4,1,2,NA,3,40,79,60,4
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,96,100,NA
Iowa,1945,Female,White,Democrat,2,2,4,2,2,85,89,71,1
New York,1950,Male,White,Independent,3,2,2,6,5,100,100,100,1
Pennsylvania,1959,Male,White,Republican,4,1,1,4,4,72,86,87,5
New York,1965,Female,White,Independent,3,1,4,12,5,74,67,51,3
Alabama,1958,Female,White,Republican,3,2,1,7,2,60,76,59,2
Idaho,1977,Male,White,Republican,5,1,1,3,3,87,78,74,5
New York,1936,Male,White,Independent,3,1,1,6,2,45,50,80,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,89,74,NA
NA,1972,Female,Hispanic,Independent,3,1,1,11,5,50,50,50,5
New York,1950,Male,Hispanic,Democrat,3,1,1,3,2,98,99,47,1
California,1938,Male,Hispanic,Independent,4,2,1,5,4,100,100,100,5
Louisiana,1983,Male,White,Other,3,1,1,9,2,70,70,75,5
Missouri,1964,Male,White,Republican,5,3,2,3,2,54,NA,53,5
NA,1967,Male,White,Independent,4,1,3,11,3,99,99,99,5
Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,52,50,NA
Utah,1958,Female,White,Republican,4,1,1,5,2,90,91,92,5
Indiana,1950,Female,White,Democrat,3,1,1,7,3,80,75,84,1
New Jersey,1958,Male,White,Republican,4,1,1,NA,2,99,99,98,3
Georgia,1989,Female,White,Independent,1,2,4,5,6,100,100,100,1
Pennsylvania,1949,Male,White,Republican,3,1,3,7,2,72,51,50,1
Iowa,1940,Female,White,Republican,4,2,1,3,2,91,66,80,5
Connecticut,1986,Female,White,Republican,4,1,1,9,3,52,51,51,3
New York,1988,Female,Asian,Independent,1,1,4,5,5,100,100,100,3
New Jersey,1959,Male,Black,Democrat,3,1,1,NA,3,100,100,100,2
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
New Jersey,1937,Female,White,Republican,5,1,2,NA,2,84,60,100,5
Massachusetts,1965,Female,Hispanic,Republican,NA,4,1,8,4,59,63,55,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,80,NA
Minnesota,1967,Male,White,Republican,5,2,2,9,3,59,59,73,5
North Dakota,1965,Male,White,Independent,3,1,1,8,3,50,50,50,4
Illinois,1932,Female,White,Democrat,2,1,1,9,6,75,56,90,1
Ohio,1957,Male,Hispanic,Independent,4,1,1,8,6,50,50,50,5
Kansas,1958,Female,White,Independent,2,1,3,9,2,81,82,80,2
Kansas,1960,Female,White,Republican,4,2,2,6,2,75,74,72,4
NA,1970,Female,White,Republican,5,2,1,11,5,82,54,82,5
Pennsylvania,1979,Female,White,Democrat,2,1,4,8,6,100,100,100,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,89,77,NA
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,50,51,NA
Georgia,1986,Female,Black,Independent,3,2,2,4,6,70,30,66,2
Pennsylvania,1949,Female,Black,Independent,3,3,3,3,2,48,63,46,3
New York,1971,Female,White,Democrat,1,1,4,3,2,90,90,91,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,89,88,NA
Missouri,1949,Male,White,Republican,4,1,3,NA,5,16,50,25,5
NA,1958,Female,Hispanic,Democrat,3,1,2,2,4,64,68,58,2
Mississippi,1977,Male,White,Independent,5,2,1,9,5,96,100,97,5
NA,1978,Female,White,Independent,3,2,2,NA,6,73,76,78,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,62,66,NA
Pennsylvania,1958,Male,White,Independent,5,1,3,4,4,0,0,2,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,75,59,NA
Georgia,1960,Female,White,Republican,4,4,1,5,2,79,57,66,4
Illinois,1945,Female,Other,Democrat,3,2,2,3,3,100,97,71,5
New York,1964,Female,White,Democrat,2,2,1,10,5,49,56,NA,2
Ohio,1975,Female,White,Democrat,1,1,2,7,3,50,50,50,1
Indiana,1959,Male,White,Independent,4,1,1,10,2,75,34,44,4
NA,1962,Female,Mixed,Independent,4,2,1,10,4,75,75,75,5
NA,1955,Female,White,Independent,1,1,4,7,3,81,94,92,1
Mississippi,1964,Male,Black,Democrat,2,3,1,9,2,70,52,51,2
