state,birth_year,sex,immi_naturalize_2016,gaymar_2016,deathpen_2016,univhealthcov_2016,envwarm_2016,taxdoug_2016,amshamed_2016,gunown_2016
Ohio,1957,Female,NA,NA,1,0,1,1,2,1
Florida,1960,Male,NA,0,1,0,4,2,3,NA
Oregon,1947,Female,0,0,1,0,4,2,4,0
Washington,1958,Male,1,1,1,1,5,3,2,1
Tennessee,1961,Male,0,0,1,0,4,2,4,1
Louisiana,1972,Female,NA,0,0,0,1,1,2,0
Georgia,1957,Female,1,1,0,1,1,1,1,1
New York,1958,Female,0,NA,1,0,3,2,4,NA
Illinois,1957,Male,1,1,0,1,1,1,1,0
California,1961,Male,0,NA,1,0,3,2,3,1
Connecticut,1967,Male,1,0,1,NA,3,3,1,1
Washington,1940,Male,0,0,1,NA,2,2,4,1
Arizona,1940,Male,1,NA,1,1,2,1,2,1
New Jersey,1941,Male,NA,0,1,0,3,1,2,1
Indiana,1983,Male,1,1,0,1,1,1,1,0
Georgia,1952,Male,1,1,0,1,1,1,2,1
New York,1950,Male,0,0,1,0,2,2,4,NA
Pennsylvania,1953,Male,1,0,1,1,1,1,1,1
New York,1962,Male,1,1,NA,NA,1,1,2,0
Illinois,1973,Female,0,0,1,0,3,2,1,0
Pennsylvania,1965,Male,1,1,1,1,1,1,3,1
Virginia,1991,Female,0,0,1,0,2,2,2,0
Michigan,1925,Female,0,NA,1,0,2,1,4,0
New Jersey,1944,Female,0,0,1,0,5,2,2,NA
Texas,1966,Male,1,1,0,1,1,1,1,0
Montana,1935,Male,0,0,1,0,4,3,4,1
Pennsylvania,1942,Female,1,NA,1,0,1,2,4,0
California,1953,Male,0,NA,1,0,4,2,1,1
Washington,1956,Female,0,0,1,0,2,2,2,1
Missouri,9998,Female,0,0,1,0,4,2,1,NA
Not Asked,1941,Female,1,1,0,1,1,3,2,0
South Carolina,1966,Male,1,1,0,1,1,1,2,1
Utah,1968,Male,1,1,1,1,1,1,2,1
Wisconsin,1958,Female,1,1,1,1,1,1,1,1
New York,1948,Male,0,0,1,0,5,1,2,1
Texas,1945,Male,NA,1,1,1,1,1,1,1
Texas,1942,Male,1,1,0,1,1,1,2,1
California,1956,Female,0,1,0,NA,1,1,2,1
Washington,1958,Male,1,1,0,1,1,1,2,1
Kentucky,1937,Female,1,1,NA,1,1,1,2,1
Florida,1958,Male,1,NA,1,0,3,1,2,1
South Dakota,1937,Male,1,1,1,1,1,1,3,0
Connecticut,1945,Male,1,0,1,0,4,2,2,1
New Jersey,1965,Female,0,0,1,0,2,2,2,NA
West Virginia,1960,Male,NA,1,1,0,3,2,4,NA
Illinois,1950,Female,1,NA,1,1,3,1,4,1
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,1953,Male,0,NA,0,0,4,2,4,NA
Pennsylvania,1951,Female,0,0,1,0,2,1,3,0
Illinois,1969,Male,0,0,1,0,4,2,1,0
Colorado,1943,Male,1,1,1,0,4,2,2,1
Pennsylvania,1969,Female,NA,NA,NA,NA,2,3,3,0
Pennsylvania,1975,Female,1,1,NA,0,5,3,2,0
Illinois,1946,Male,0,1,1,0,3,2,3,1
New York,1947,Male,0,NA,1,0,2,2,2,1
Virginia,1953,Male,0,0,1,0,4,2,2,1
Ohio,1963,Male,0,1,1,1,1,1,1,0
Ohio,1968,Male,0,1,1,1,3,1,2,0
North Carolina,1956,Female,1,1,1,1,2,1,2,1
New York,1946,Male,0,NA,1,0,3,2,4,1
Maryland,1966,Male,NA,1,1,1,1,1,1,0
Illinois,1968,Male,1,NA,NA,1,1,1,4,0
Tennessee,1967,Female,0,1,1,0,2,1,NA,1
California,1944,Male,0,0,1,0,1,2,3,1
New Jersey,1983,Male,1,1,0,1,1,1,1,0
Ohio,1946,Male,1,0,1,0,2,3,2,1
Maryland,1940,Female,0,1,NA,1,2,2,1,NA
Georgia,1980,Female,1,1,0,1,1,3,1,0
Massachusetts,1990,Female,NA,1,NA,1,1,1,NA,NA
New Jersey,1954,Female,1,0,1,0,5,2,2,1
California,1955,Male,1,1,1,1,1,1,1,1
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,1943,Female,0,0,1,0,3,2,4,0
Alabama,1974,Male,0,0,1,0,4,2,3,1
Pennsylvania,1961,Male,NA,0,1,0,2,3,2,1
Connecticut,1947,Male,0,0,1,0,4,2,4,1
Pennsylvania,1932,Male,1,1,1,1,1,1,2,0
Maine,1973,Male,1,0,1,0,2,3,2,1
Arkansas,1962,Female,0,0,0,1,1,3,1,1
Kansas,1953,Male,0,1,0,1,1,1,2,1
Michigan,1956,Female,0,0,1,0,4,2,3,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,1957,Female,NA,NA,1,0,4,2,4,0
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,1991,Male,1,1,1,1,2,1,1,0
Illinois,1940,Female,1,1,0,1,1,1,1,0
Ohio,1940,Female,0,1,1,1,2,1,2,1
Washington,1961,Female,1,1,0,1,2,1,2,1
New York,1973,Female,1,1,0,1,1,1,1,0
Skipped,1947,Female,1,NA,1,1,1,1,2,1
Wisconsin,1971,Female,1,1,NA,1,2,3,1,1
South Dakota,1964,Female,0,0,1,1,1,1,1,1
Ohio,1957,Male,NA,0,1,0,2,2,4,1
North Carolina,1980,Female,1,1,1,NA,5,1,NA,0
New York,1966,Male,0,0,1,NA,5,1,NA,0
Virginia,1970,Female,0,NA,1,0,2,2,1,0
Illinois,1970,Male,1,0,1,0,2,2,4,0
Massachusetts,1960,Female,1,1,NA,1,2,1,2,0
New York,1966,Male,0,0,1,0,4,2,4,1
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,1961,Male,0,0,1,0,4,2,NA,1
Illinois,1959,Male,1,1,0,1,1,1,2,1
Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,1953,Male,1,0,1,0,3,2,4,NA
Tennessee,1953,Female,0,0,1,0,1,1,2,0
New York,1956,Male,1,NA,0,1,2,1,2,0
California,1945,Male,NA,1,1,0,3,2,3,0
New York,1946,Female,NA,1,1,0,3,2,3,0
New York,1957,Female,1,1,1,0,1,1,2,0
Arkansas,1958,Female,NA,1,0,1,2,1,3,0
California,1959,Male,1,0,1,0,4,2,1,1
North Carolina,1979,Male,0,NA,1,0,2,3,2,1
New Jersey,1956,Male,0,0,1,0,3,2,3,0
Ohio,1966,Female,1,1,1,NA,1,1,2,1
California,1945,Male,1,NA,NA,1,1,1,1,1
Tennessee,1963,Female,1,1,0,1,1,1,1,0
California,1946,Female,NA,0,NA,NA,2,1,NA,0
Michigan,1945,Male,1,0,1,1,1,1,2,1
Pennsylvania,1988,Male,1,1,NA,1,1,1,2,1
Washington,1942,Male,0,0,1,1,4,1,1,NA
New Jersey,1984,Male,0,1,1,0,2,2,3,0
Ohio,1962,Female,1,1,1,1,1,2,2,0
Ohio,1932,Female,1,1,0,1,1,1,2,0
California,1955,Male,0,0,1,0,4,2,4,1
Illinois,1939,Female,1,NA,1,NA,1,1,2,0
Colorado,1953,Male,NA,0,1,1,2,1,1,1
California,1925,Female,1,0,0,0,3,2,3,1
Illinois,1959,Male,0,0,1,0,2,2,4,1
New York,1984,Male,0,0,1,0,4,2,4,1
North Carolina,9998,Male,1,NA,0,1,1,1,1,1
New York,1943,Female,1,0,1,1,5,1,NA,0
Pennsylvania,1940,Male,1,0,1,0,2,2,2,1
New York,1953,Female,1,1,0,1,1,1,1,0
Wisconsin,1956,Female,0,0,1,0,2,1,1,1
Not Asked,1976,Male,1,1,1,1,1,1,1,0
Tennessee,1956,Female,0,0,1,1,2,1,2,0
Texas,1947,Male,NA,0,1,0,3,1,1,1
Ohio,1951,Female,0,0,1,0,3,1,4,1
Arizona,1966,Male,0,1,1,1,1,1,2,1
Florida,1985,Female,1,1,1,1,1,1,1,0
Kentucky,1960,Female,0,0,NA,0,2,1,1,1
New Jersey,1970,Female,1,1,1,NA,1,1,2,0
South Carolina,1952,Male,1,1,0,1,1,1,2,0
Kansas,1960,Female,1,1,0,1,1,2,2,1
California,1956,Male,0,0,1,0,4,2,3,1
Indiana,1944,Male,1,1,NA,1,1,1,2,1
Ohio,1942,Female,NA,0,0,0,5,2,3,NA
New York,1949,Female,0,1,1,1,2,1,2,0
Massachusetts,1954,Female,1,1,1,1,1,1,3,1
California,1944,Female,0,1,1,0,3,2,1,1
Texas,1954,Female,0,1,1,0,4,1,3,0
Arkansas,1962,Male,0,0,1,0,5,1,2,1
New York,1942,Female,1,1,1,1,2,1,1,1
Texas,1969,Female,NA,0,1,0,4,2,NA,1
California,1955,Female,1,1,0,1,1,1,1,NA
West Virginia,1953,Female,0,1,1,0,1,1,2,1
Montana,1965,Female,0,NA,0,0,4,2,3,0
New York,1935,Female,0,1,1,0,2,2,3,NA
Vermont,1969,Male,0,0,NA,0,4,2,NA,NA
North Carolina,1970,Male,0,0,1,0,4,2,4,0
Minnesota,9998,Skipped,0,0,1,0,3,2,3,1
Iowa,1971,Male,0,0,1,0,3,2,3,1
Louisiana,1939,Male,1,1,1,1,2,1,3,0
Georgia,1963,Male,1,1,0,1,1,2,1,0
Wisconsin,1967,Female,0,0,0,0,2,1,3,0
Utah,1962,Male,1,1,0,1,1,1,1,0
Idaho,1957,Female,1,1,0,1,1,1,2,0
California,1948,Female,1,1,1,0,3,2,3,NA
New York,1967,Female,1,0,0,1,2,1,2,0
Virginia,1954,Male,0,0,1,0,3,1,4,1
New York,1953,Female,0,1,1,0,4,2,2,0
Illinois,1957,Female,NA,1,0,1,2,2,2,0
Florida,1963,Male,NA,1,NA,0,2,2,4,0
California,1945,Male,1,0,1,0,4,1,1,1
Wisconsin,1958,Female,0,1,1,0,5,1,2,1
Florida,1957,Female,1,1,1,1,1,1,1,1
Wisconsin,1949,Female,1,1,0,1,1,1,1,1
Oklahoma,1949,Female,1,0,1,0,4,1,2,NA
New Jersey,1952,Male,1,NA,0,1,1,1,1,0
California,1953,Female,1,0,1,1,1,8,2,1
Texas,1944,Male,0,0,1,0,4,2,1,1
New Jersey,1961,Male,0,0,1,0,3,1,3,1
New York,1933,Male,NA,1,1,1,1,1,2,1
Iowa,1934,Male,NA,0,1,0,3,2,3,NA
California,1957,Female,0,0,1,0,3,2,4,1
Pennsylvania,1951,Female,1,1,1,1,1,1,1,1
California,1952,Female,1,1,1,NA,2,2,1,1
Not Asked,1954,Female,1,1,NA,1,1,1,2,0
Pennsylvania,1955,Male,0,1,1,0,5,2,3,0
Ohio,1972,Male,0,0,1,0,3,2,3,1
Florida,1949,Male,0,0,1,0,3,2,3,1
Massachusetts,1971,Male,0,NA,1,0,4,3,3,1
Ohio,1964,Male,0,0,1,1,4,1,4,1
Wisconsin,1949,Female,NA,0,1,0,5,1,3,0
Tennessee,1942,Female,1,0,NA,0,5,1,2,NA
Florida,1953,Male,1,0,1,1,1,1,1,0
California,1964,Male,1,1,0,1,1,1,1,0
Florida,1962,Male,1,1,1,1,1,1,2,NA
Iowa,1975,Female,0,1,1,1,4,1,1,0
Missouri,1956,Male,0,0,1,1,2,3,4,0
Ohio,1953,Female,1,0,1,0,4,2,1,NA
Pennsylvania,1955,Male,0,0,1,0,3,2,3,1
Washington,1957,Male,0,NA,0,0,2,2,3,1
Pennsylvania,1959,Male,1,1,1,1,5,1,2,0
Illinois,1948,Female,NA,0,1,NA,1,1,3,0
Pennsylvania,1961,Male,1,1,1,0,4,2,1,0
California,1956,Male,0,1,0,1,1,1,1,0
Ohio,1965,Female,1,1,1,1,1,3,1,0
Texas,1963,Male,0,0,1,0,4,1,4,1
Virginia,1942,Female,NA,0,NA,0,1,1,1,0
New York,1966,Male,0,0,1,0,1,2,1,1
Pennsylvania,1950,Male,1,0,1,0,3,1,1,0
Delaware,1979,Male,0,1,0,1,2,1,2,0
Connecticut,1964,Male,1,1,1,NA,3,1,3,1
New York,1979,Female,1,0,0,1,1,1,2,0
Alabama,1971,Male,0,0,1,0,4,2,1,0
Colorado,1976,Female,1,1,0,1,1,1,1,1
Skipped,1962,Female,1,1,0,0,1,1,3,0
Pennsylvania,1945,Male,0,0,1,0,4,1,4,1
Florida,1967,Female,0,NA,1,0,1,1,1,1
Wisconsin,1956,Male,0,0,NA,0,4,1,2,1
Ohio,1954,Female,NA,1,NA,1,5,1,4,0
New Jersey,1959,Male,NA,NA,1,0,2,2,4,1
Iowa,1964,Male,0,0,1,0,4,2,2,0
Kentucky,1953,Male,0,1,1,0,1,2,2,1
New York,1943,Female,1,1,0,1,2,1,2,0
New York,1943,Male,0,0,1,0,3,2,4,1
Virginia,1953,Female,NA,0,0,0,4,2,3,1
Massachusetts,1956,Female,1,1,0,1,1,1,NA,0
Oregon,1949,Male,0,0,1,0,3,2,3,1
New York,1956,Female,0,1,1,0,5,1,4,0
California,1966,Male,NA,NA,1,1,1,1,4,0
South Dakota,1959,Female,0,1,1,0,4,2,2,1
California,1939,Female,1,1,1,NA,2,1,1,0
Ohio,1944,Female,1,0,1,0,3,3,4,1
Illinois,1950,Male,0,0,1,0,4,3,3,1
California,1945,Female,NA,1,0,1,1,1,2,0
Michigan,1948,Male,0,0,1,0,2,2,2,1
California,1954,Female,0,1,1,0,4,2,1,NA
New York,1945,Male,1,1,0,0,1,1,3,0
Florida,1957,Female,0,0,1,0,2,2,2,NA
Texas,1943,Female,0,0,NA,0,4,2,3,1
New York,1970,Male,1,1,1,1,1,1,3,1
Maryland,1964,Female,1,1,0,0,1,1,2,0
California,1952,Male,NA,0,1,0,2,1,3,0
Maryland,1981,Male,1,1,1,NA,1,1,2,0
Georgia,1964,Female,1,1,1,0,1,2,2,1
Oregon,1944,Male,1,0,0,1,2,1,2,1
New York,1960,Female,0,0,1,1,2,1,2,0
Iowa,1961,Male,0,1,1,0,1,1,2,0
Oklahoma,1936,Female,NA,0,NA,NA,2,1,2,0
Massachusetts,1961,Female,0,NA,1,0,1,1,2,0
North Carolina,1941,Male,0,0,1,0,3,2,3,NA
New York,1951,Male,1,1,1,1,1,3,2,0
Colorado,1979,Male,1,1,1,0,3,3,3,1
Maryland,1966,Male,NA,1,1,NA,2,1,3,0
New York,1971,Male,1,0,0,1,3,1,2,0
Idaho,1950,Female,0,1,1,0,3,2,4,1
Tennessee,1944,Female,NA,NA,1,0,3,2,2,1
Massachusetts,1966,Female,NA,NA,0,NA,1,1,NA,0
Pennsylvania,1952,Male,0,1,1,0,1,1,4,0
Illinois,1942,Female,1,1,0,1,1,2,2,1
North Carolina,1956,Female,NA,0,NA,0,4,3,4,1
Tennessee,1955,Male,1,0,0,0,4,2,1,1
Not Asked,1954,Female,1,0,1,0,4,3,1,1
New York,1975,Male,1,0,1,1,3,1,1,0
Illinois,1939,Male,1,0,1,0,2,1,2,NA
Illinois,1946,Male,1,0,1,0,4,2,2,1
Kansas,1941,Female,1,1,1,1,1,1,1,0
New York,1941,Male,0,0,1,0,4,1,3,1
Vermont,1936,Female,0,0,1,0,4,2,4,1
Connecticut,1985,Male,1,1,1,1,1,1,2,0
Massachusetts,1949,Male,1,1,NA,1,2,1,1,0
Missouri,1961,Male,1,0,1,1,4,2,1,1
Illinois,1933,Female,0,NA,1,0,3,1,1,0
Florida,1933,Female,0,0,1,0,2,2,1,1
Michigan,1933,Male,1,0,0,0,2,3,4,1
Connecticut,1947,Male,0,1,1,0,2,2,4,0
Florida,1965,Female,NA,0,NA,NA,2,1,2,0
Wisconsin,1951,Male,0,1,1,1,2,1,1,0
Skipped,1938,Male,0,0,1,0,3,2,4,0
New Jersey,1952,Male,1,1,0,1,1,1,1,0
Texas,1928,Female,1,NA,0,1,1,1,1,0
Iowa,1948,Male,1,1,1,1,2,2,2,0
Pennsylvania,1948,Male,0,0,1,0,1,1,1,1
Not Asked,1990,Male,1,0,0,1,1,1,1,0
Idaho,1958,Female,1,0,1,0,4,1,2,1
Louisiana,1985,Female,0,0,NA,1,1,1,1,1
Georgia,1972,Male,1,0,1,0,1,1,1,0
Pennsylvania,1941,Male,0,0,1,0,3,2,2,1
Washington,1950,Female,0,0,1,0,4,2,2,1
Colorado,1953,Female,0,0,1,0,2,1,1,1
Vermont,1954,Male,1,1,1,1,2,1,2,0
Michigan,1946,Female,1,1,0,1,1,1,2,0
California,1982,Male,1,1,0,1,1,1,1,0
Arkansas,1971,Male,1,0,1,1,2,1,1,1
Michigan,1950,Female,NA,0,1,0,3,2,3,0
Pennsylvania,1973,Female,NA,1,1,1,1,1,2,1
Ohio,1988,Female,1,1,0,1,1,1,1,NA
New York,1963,Female,1,1,NA,1,2,1,2,0
Pennsylvania,1959,Female,0,0,0,0,3,3,4,0
Massachusetts,1961,Male,0,0,1,0,3,1,3,0
Rhode Island,1970,Female,NA,1,NA,1,2,1,4,0
Michigan,1955,Male,1,1,1,1,1,3,1,0
Colorado,1968,Female,1,1,0,NA,2,3,2,0
Rhode Island,1943,Female,1,NA,1,0,1,1,1,0
Idaho,1967,Male,0,0,1,0,1,1,1,1
Indiana,1962,Male,1,0,0,1,2,1,1,1
Michigan,1971,Female,0,0,0,1,2,1,2,1
New Jersey,1951,Female,1,NA,1,1,2,1,1,0
Oregon,1987,Female,NA,0,1,0,3,2,2,0
Texas,1961,Male,0,0,1,0,3,2,3,1
Ohio,1988,Female,1,1,NA,1,1,1,2,0
Pennsylvania,1959,Female,0,0,0,0,4,2,4,1
Iowa,1983,Male,1,1,0,1,1,1,1,0
Washington,1966,Female,0,1,1,0,2,2,4,1
Texas,1963,Male,1,1,1,1,1,1,2,0
Florida,1977,Male,0,1,1,0,4,2,3,1
California,1954,Male,0,0,1,0,4,1,4,0
Pennsylvania,1964,Male,NA,NA,1,0,2,2,2,0
Texas,1952,Female,0,0,1,0,4,2,3,1
California,1965,Female,0,1,1,1,2,1,1,0
Georgia,1963,Male,NA,NA,1,0,4,3,2,1
Not Asked,1982,Female,NA,NA,NA,NA,5,3,2,NA
Indiana,1959,Male,1,1,1,0,1,1,1,1
Wisconsin,1980,Female,1,1,1,1,1,1,2,0
Texas,1966,Female,1,1,0,0,3,2,4,1
Ohio,1980,Female,1,1,0,1,1,1,1,0
Florida,1984,Female,1,1,1,0,2,2,2,0
Iowa,1937,Male,1,1,0,1,1,3,1,0
Pennsylvania,1963,Male,1,1,0,0,2,1,2,0
Oklahoma,1947,Male,0,0,1,0,4,2,4,1
Ohio,1984,Male,0,0,1,0,4,2,2,0
Kentucky,1989,Female,0,NA,1,NA,4,1,1,0
Indiana,1961,Male,1,1,1,0,4,2,4,1
Michigan,1954,Female,1,1,1,1,1,1,1,1
Illinois,1945,Female,0,0,1,0,3,2,4,NA
Ohio,1958,Male,0,NA,1,1,1,1,3,0
Georgia,1948,Female,0,0,NA,0,3,3,2,0
New York,1972,Male,1,1,0,0,1,1,4,1
Kansas,1946,Male,0,1,0,0,4,2,4,1
Michigan,1955,Female,0,NA,1,0,3,2,3,NA
Michigan,1954,Female,0,0,1,NA,3,1,4,NA
Not Asked,1949,Male,0,0,1,1,3,1,2,1
Pennsylvania,1960,Male,0,1,1,0,3,2,3,1
California,1939,Male,1,1,0,0,1,2,2,1
Illinois,1950,Male,1,1,1,1,1,1,2,1
Arkansas,1959,Female,1,1,0,1,1,1,2,1
New York,1960,Male,0,0,1,0,4,2,2,0
Texas,1971,Female,NA,1,0,1,2,1,1,0
Washington,1976,Female,1,1,NA,1,1,1,1,0
Massachusetts,1964,Male,0,1,0,0,3,2,4,0
Pennsylvania,1959,Male,0,0,0,0,2,2,3,0
Louisiana,1954,Male,0,0,1,0,2,2,2,1
Connecticut,1975,Female,0,1,1,1,1,1,2,0
South Carolina,1969,Female,0,1,1,0,1,1,3,1
Tennessee,1960,Male,0,0,1,0,4,2,2,1
Michigan,1958,Male,0,1,1,1,1,1,4,1
Colorado,1955,Male,1,1,1,1,1,1,2,1
Arkansas,1958,Female,1,0,NA,0,1,2,3,1
New York,1946,Female,NA,1,NA,1,2,1,2,0
New York,1971,Skipped,1,1,0,1,1,1,1,0
New York,1940,Female,0,0,1,0,2,2,4,0
Massachusetts,1936,Female,0,1,1,0,1,1,2,0
Illinois,1935,Female,1,1,0,1,1,1,1,0
Louisiana,1964,Male,1,1,1,0,1,2,4,0
Georgia,1948,Female,1,1,0,1,1,3,1,0
New York,1957,Female,0,1,NA,1,5,1,2,0
Michigan,1948,Female,1,1,0,1,1,1,2,0
Skipped,1964,Female,0,NA,NA,1,5,1,2,0
Michigan,1952,Male,1,1,0,1,1,1,1,0
Hawaii,1962,Female,1,1,1,0,2,1,2,0
Michigan,1974,Female,0,0,1,0,3,3,2,0
New York,1960,Male,NA,1,1,0,4,2,4,1
California,1965,Male,NA,NA,NA,NA,5,3,2,0
Ohio,1950,Male,0,NA,1,0,1,1,2,1
New Jersey,1944,Female,0,1,NA,0,5,2,3,0
Kentucky,1964,Male,0,0,1,0,4,2,4,1
Pennsylvania,1949,Female,NA,0,1,0,3,2,4,0
Connecticut,1969,Female,NA,1,1,1,5,2,NA,0
Oregon,1961,Female,1,1,0,1,1,1,2,0
Texas,1966,Male,NA,1,1,1,1,1,1,0
Pennsylvania,1958,Male,0,0,1,0,3,1,2,NA
Pennsylvania,1969,Male,1,1,0,1,1,1,2,0
New York,1949,Female,1,1,NA,NA,2,1,3,0
Florida,1971,Female,0,0,1,1,1,1,1,NA
California,1976,Female,1,1,NA,NA,2,1,2,0
New Jersey,1958,Male,0,0,NA,0,3,2,3,0
Not Asked,1944,Male,1,0,0,0,2,1,2,0
Massachusetts,1942,Female,1,1,NA,0,3,3,NA,0
Ohio,1965,Female,NA,NA,1,0,3,2,3,0
Minnesota,1985,Male,1,1,1,1,1,1,1,0
New York,1960,Female,1,0,NA,1,1,1,3,0
Iowa,1951,Male,NA,1,1,0,3,2,4,0
Pennsylvania,1985,Female,0,NA,NA,0,1,2,1,1
Nebraska,1959,Female,1,1,0,1,1,1,2,0
Tennessee,1967,Male,0,0,1,0,3,3,2,1
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,1952,Male,1,1,1,1,1,1,2,0
Tennessee,1943,Female,0,0,1,0,4,3,1,1
Virginia,1962,Male,0,0,1,0,3,2,2,1
New York,1990,Male,NA,1,1,0,2,2,NA,0
Alaska,1975,Female,0,1,0,0,4,2,2,1
Ohio,1971,Female,NA,NA,NA,NA,5,3,NA,NA
New York,1948,Male,NA,0,0,0,5,1,3,1
Georgia,1950,Female,1,0,NA,1,1,1,2,0
Pennsylvania,1946,Male,0,0,1,NA,2,1,1,NA
Indiana,1954,Male,0,1,1,0,2,2,2,0
Indiana,1962,Male,0,NA,1,NA,3,1,2,NA
Not Asked,1932,Male,1,0,1,0,2,1,2,1
Michigan,1956,Female,1,1,1,1,1,1,2,0
Ohio,1942,Male,1,1,0,1,1,1,1,0
Michigan,1988,Female,NA,NA,NA,1,5,1,NA,0
New York,1955,Female,0,1,0,1,2,2,2,0
Illinois,1974,Female,1,1,NA,1,1,1,1,0
Missouri,1960,Female,0,1,1,1,1,1,2,0
Kansas,1945,Female,1,0,1,0,3,2,4,0
California,1956,Female,1,1,0,1,1,1,3,1
Michigan,1956,Female,1,0,1,0,2,1,2,1
Pennsylvania,1947,Female,1,1,1,1,1,1,1,0
Michigan,1949,Female,1,0,1,1,1,1,2,0
Maryland,1960,Female,1,1,1,1,1,3,1,0
Missouri,1932,Female,0,0,1,0,5,2,2,0
Rhode Island,1965,Female,0,1,1,NA,2,1,2,NA
Ohio,1970,Male,0,0,1,0,4,2,3,0
Texas,1980,Female,1,1,0,1,1,1,2,0
California,1971,Male,NA,1,0,1,1,1,2,0
Indiana,1949,Female,0,NA,1,NA,2,1,4,1
Kansas,1962,Female,NA,0,1,NA,4,3,2,NA
Michigan,1966,Male,0,1,NA,0,4,2,2,0
Not Asked,1959,Male,0,NA,1,0,3,2,4,1
District of Columbia,1968,Female,0,0,0,1,2,1,3,0
Not Asked,1948,Male,NA,1,1,NA,1,1,4,0
Not Asked,1958,Female,1,1,0,0,1,1,1,0
California,1951,Female,0,1,1,0,4,3,3,NA
Vermont,1955,Male,1,1,0,1,1,1,1,1
Ohio,1965,Male,0,0,0,0,4,1,3,1
Pennsylvania,1961,Male,0,0,NA,0,3,2,2,1
South Carolina,1933,Female,NA,1,0,1,1,1,1,0
California,1952,Male,0,0,1,0,4,2,3,0
North Carolina,1956,Female,0,0,1,0,3,1,3,1
Ohio,1954,Male,1,0,1,1,1,1,4,0
Arizona,1941,Female,1,0,1,0,2,2,4,0
California,1948,Female,NA,0,0,0,4,3,3,0
Michigan,1953,Male,1,1,1,1,1,1,2,1
Louisiana,1965,Female,1,1,0,1,1,1,2,1
New York,1955,Male,1,1,1,1,2,1,NA,0
Kansas,1962,Female,1,1,0,1,1,1,2,0
New Jersey,1967,Female,0,0,1,1,1,2,2,0
Pennsylvania,1948,Female,1,1,NA,1,1,1,1,0
Ohio,1951,Male,1,0,1,NA,1,1,3,1
Illinois,1955,Male,1,1,0,1,1,1,2,0
Maryland,1978,Female,NA,1,NA,1,1,1,3,0
Mississippi,1960,Female,1,0,1,1,1,1,1,0
California,1940,Male,0,0,1,0,5,3,3,NA
Ohio,1935,Female,1,0,0,0,2,3,2,NA
Illinois,1959,Female,1,1,NA,1,2,2,NA,0
Michigan,1960,Male,1,0,1,0,3,2,4,1
Pennsylvania,1938,Male,0,0,1,1,1,2,1,0
Pennsylvania,1958,Female,NA,1,NA,0,3,2,4,0
Maryland,1961,Female,1,1,1,1,1,1,NA,0
Indiana,1954,Female,0,0,0,0,4,3,2,0
Texas,1963,Female,0,0,1,0,5,2,1,0
Illinois,9998,Female,0,0,1,0,4,2,4,0
New York,1971,Female,1,1,1,1,1,1,2,0
Washington,1970,Male,1,1,1,NA,1,2,3,1
Indiana,1951,Male,1,1,0,1,1,1,3,0
California,1962,Female,0,1,1,0,4,2,4,0
Mississippi,1969,Male,0,0,0,NA,4,1,2,0
Arkansas,1958,Male,0,0,1,0,3,2,2,0
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,1956,Male,0,0,1,0,3,2,4,NA
Wisconsin,1963,Female,1,1,NA,1,1,1,1,1
Tennessee,1951,Female,0,0,1,0,3,1,4,1
Ohio,1934,Female,1,1,0,1,1,1,2,0
New Jersey,1947,Female,1,0,1,0,5,1,3,NA
Pennsylvania,1951,Male,1,1,0,1,1,1,1,0
Illinois,1950,Male,1,NA,1,0,3,2,4,NA
Kansas,1938,Male,0,0,0,0,3,2,4,NA
Florida,1970,Male,NA,NA,NA,NA,8,8,NA,NA
Minnesota,1947,Female,0,1,1,1,1,1,1,0
Texas,1941,Male,1,1,0,1,1,1,2,1
Mississippi,1955,Male,1,0,1,0,3,2,2,1
Iowa,1946,Female,1,1,1,1,2,1,2,0
Arkansas,1941,Female,NA,0,1,0,5,1,1,NA
Texas,1953,Female,0,NA,1,NA,2,1,2,0
Not Asked,1940,Female,0,0,1,1,1,1,3,0
New Jersey,1948,Male,0,0,1,0,4,2,1,1
Texas,1984,Male,0,0,1,0,4,3,NA,1
South Dakota,1945,Male,0,0,1,0,4,2,1,1
Idaho,1936,Male,1,0,1,0,4,2,3,1
Texas,1949,Male,0,0,1,0,2,1,3,NA
New York,1964,Male,1,1,1,0,2,1,3,1
Ohio,1957,Female,1,1,NA,1,1,1,2,0
Virginia,1956,Male,NA,NA,1,0,2,2,3,1
New Jersey,1963,Male,0,1,1,0,3,2,2,0
California,1960,Female,NA,1,0,1,2,1,2,0
Michigan,1982,Male,NA,NA,0,0,2,2,2,0
California,1954,Male,1,1,1,1,1,3,2,1
Michigan,1950,Male,NA,1,1,0,2,2,3,1
California,1931,Female,0,NA,1,0,3,2,3,0
Nebraska,1946,Female,1,1,1,0,1,1,2,0
