birth_year,sex,race,party_id,educ_2017,ft_black_2017,ft_white_2017,ft_hisp_2017,ft_asian_2017,ft_muslim_2017,ft_jew_2017,ft_christ_2017,ft_fem_2017,ft_immig_2017,ft_gays_2017,ft_unions_2017,ft_police_2017,ft_altright_2017,ft_evang_2017,ft_dem_2017,ft_rep_2017
1969,Female,Black,Democrat,High school graduate,100,47,77,51,51,53,73,NA,63,81,51,52,0,48,100,0
1957,Male,White,Independent,High school graduate,50,80,60,50,10,21,80,10,1,50,70,90,50,64,10,30
1968,Female,White,Independent,4-year,89,90,89,93,92,88,98,NA,94,90,NA,92,NA,79,75,62
1963,Male,White,Independent,High school graduate,81,78,75,78,55,71,78,4,39,42,27,80,6,50,8,13
1960,Female,Native American,Democrat,High school graduate,66,75,75,68,81,70,72,56,68,80,69,66,56,66,76,50
1972,Female,White,Independent,Some college,51,51,50,51,51,50,51,23,51,51,25,78,NA,51,35,37
1946,Female,White,Republican,High school graduate,71,100,58,50,0,98,100,77,1,0,59,99,9,69,48,100
1949,Male,White,Democrat,High school graduate,50,50,50,50,50,50,50,50,50,50,70,50,NA,NA,50,50
1964,Male,White,Not sure,High school graduate,11,83,24,69,20,59,72,81,56,56,62,91,48,60,14,10
1938,Female,White,Republican,High school graduate,91,100,81,81,50,90,92,11,52,61,22,99,21,80,14,81
1957,Male,White,Democrat,High school graduate,76,88,91,80,80,80,95,81,84,50,50,100,50,50,96,0
1951,Male,White,Independent,Post-grad,81,55,61,60,60,61,50,51,50,62,55,70,10,4,55,24
1963,Female,White,Republican,High school graduate,51,53,51,50,50,81,100,3,51,2,2,99,NA,100,21,75
1953,Female,White,Independent,Some college,76,73,78,69,73,76,36,38,51,77,51,100,NA,51,NA,NA
1964,Female,Black,Democrat,Some college,100,6,100,100,100,99,98,98,99,100,100,100,96,100,96,2
1962,Female,White,Republican,4-year,84,80,78,90,50,97,97,31,47,93,51,90,17,71,43,49
1977,Male,White,Independent,Post-grad,0,8,2,6,0,8,2,1,4,0,0,0,1,2,0,4
1940,Male,White,Republican,4-year,79,100,80,80,11,94,97,40,50,84,25,89,74,80,12,94
1966,Female,Black,Independent,4-year,100,99,99,98,80,100,100,83,69,77,99,99,NA,99,28,91
1971,Female,White,Democrat,2-year,99,83,97,97,91,89,97,97,100,97,60,87,0,81,100,1
1952,Female,White,Democrat,High school graduate,93,60,64,81,75,66,70,80,82,84,72,72,2,2,75,5
1950,Female,White,Democrat,Some college,91,99,95,69,50,50,90,71,90,100,61,79,50,70,89,70
1956,Female,White,Independent,High school graduate,90,94,88,91,85,88,95,84,94,78,77,73,75,76,92,71
1968,Female,White,Democrat,Post-grad,100,36,100,100,100,100,25,100,100,100,100,17,0,7,72,2
1980,Female,White,Independent,4-year,100,100,100,100,100,100,92,98,99,100,96,81,8,48,71,31
1969,Male,White,Democrat,4-year,50,90,74,88,25,90,90,11,65,51,41,95,66,66,27,60
1944,Female,Black,Democrat,Some college,100,41,100,55,60,78,89,81,67,41,26,14,NA,79,62,2
1963,Female,White,Other,High school graduate,100,98,100,100,100,100,100,97,100,100,98,100,100,100,100,82
1957,Female,White,Republican,High school graduate,78,80,28,65,3,100,100,10,23,5,26,100,40,99,3,68
1945,Male,White,Republican,4-year,99,51,100,97,27,94,91,52,61,26,27,98,5,84,13,79
1987,Male,Black,Democrat,High school graduate,97,95,NA,95,76,100,98,NA,50,82,NA,80,NA,NA,96,NA
1945,Male,White,Democrat,2-year,51,84,1,64,18,73,88,46,60,26,96,81,25,52,96,2
1950,Female,White,Democrat,No HS,71,78,30,51,80,100,100,NA,51,NA,54,99,51,100,100,NA
1969,Female,White,Democrat,Post-grad,75,51,75,75,75,76,72,97,75,75,95,74,3,30,70,6
1985,Female,White,Not sure,High school graduate,51,50,50,50,50,50,14,50,48,51,51,62,19,4,49,7
1961,Female,White,Independent,Some college,70,60,NA,NA,NA,90,NA,NA,NA,80,30,75,NA,NA,58,NA
1960,Female,White,Independent,High school graduate,80,90,90,91,69,98,98,60,90,71,50,94,21,99,60,75
1938,Female,White,Democrat,2-year,79,80,50,80,30,80,91,50,50,51,80,80,3,50,90,6
1962,Female,Black,Democrat,4-year,99,42,98,97,82,91,28,82,98,100,99,3,3,3,92,3
1951,Female,White,Republican,High school graduate,91,98,91,84,86,99,100,97,76,78,96,95,84,100,4,100
1946,Female,White,Independent,4-year,91,94,89,88,88,87,88,94,84,87,93,61,4,17,75,9
1979,Female,Black,Independent,4-year,100,100,100,100,100,100,95,95,100,100,90,25,0,5,70,0
1964,Male,White,Republican,High school graduate,74,79,39,50,31,60,97,33,50,20,29,78,20,100,10,69
1949,Female,White,Republican,4-year,96,NA,94,95,97,97,97,72,95,94,40,98,78,96,32,72
1962,Female,Other,Republican,4-year,79,96,51,90,11,100,100,49,65,3,50,100,NA,99,NA,90
1956,Female,Black,Democrat,Some college,91,89,80,51,71,50,100,100,70,NA,50,71,NA,79,100,51
1947,Male,White,Independent,High school graduate,99,96,88,100,60,99,78,94,62,89,45,100,NA,23,100,7
1957,Female,White,Republican,High school graduate,75,90,9,3,0,9,94,3,4,49,NA,84,NA,78,NA,77
1947,Female,White,Republican,Some college,35,90,50,86,36,80,78,1,59,2,5,96,NA,75,25,65
1963,Male,White,Other,4-year,100,90,100,100,80,100,25,100,80,80,75,15,0,0,10,0
1938,Male,White,Democrat,Post-grad,71,79,89,83,51,85,70,71,80,59,33,100,9,48,99,4
1951,Male,Hispanic,Democrat,High school graduate,60,82,98,59,50,53,53,96,50,52,99,88,1,1,90,0
1956,Female,White,Republican,Some college,51,94,51,80,52,93,100,47,60,50,41,98,NA,66,70,91
1955,Male,White,Independent,2-year,67,59,69,86,50,77,31,95,80,97,51,67,3,16,54,3
1948,Female,White,Independent,2-year,95,87,90,90,51,96,95,50,87,51,60,97,NA,90,61,75
1946,Male,White,Democrat,High school graduate,99,84,98,98,91,99,100,79,94,99,100,97,91,50,NA,38
1983,Male,White,Republican,Post-grad,81,82,87,88,82,81,89,13,75,47,31,91,7,93,38,62
1972,Male,White,Republican,Post-grad,30,72,51,100,11,100,100,31,3,50,1,100,NA,100,5,75
1977,Female,White,Democrat,Post-grad,81,55,73,78,64,85,41,88,47,94,50,69,1,18,69,28
1950,Male,White,Republican,2-year,94,77,88,82,82,85,63,78,79,84,76,87,4,41,80,7
1965,Male,White,Republican,Post-grad,100,100,100,100,100,100,100,3,100,99,50,100,97,100,4,82
1940,Female,White,Independent,High school graduate,85,90,66,85,79,71,89,65,68,79,61,90,1,56,84,59
1983,Male,Mixed,Democrat,High school graduate,50,50,52,50,49,50,50,52,50,51,50,51,50,51,50,1
1937,Female,White,Independent,4-year,49,59,53,52,51,53,52,78,64,48,42,46,6,9,53,29
1944,Female,White,Independent,4-year,52,90,28,70,13,75,96,26,57,51,NA,78,51,52,NA,26
1961,Male,Black,Democrat,Some college,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
1948,Female,White,Republican,4-year,89,97,97,95,60,97,98,70,90,92,91,97,52,91,51,96
1956,Female,Mixed,Democrat,Post-grad,63,52,60,55,66,66,79,64,69,50,94,94,1,30,81,12
1951,Female,White,Republican,2-year,78,88,76,88,50,57,80,49,54,21,56,100,53,80,74,100
1956,Female,White,Democrat,4-year,68,67,91,80,37,50,62,88,69,99,81,95,39,31,78,14
1952,Male,White,Democrat,Some college,95,5,76,76,93,95,94,5,76,79,10,45,NA,NA,55,5
1967,Female,Asian,Democrat,4-year,49,26,50,80,29,81,93,60,56,80,36,78,NA,92,89,4
1948,Male,White,Republican,High school graduate,70,85,80,85,60,85,95,76,75,40,20,90,NA,95,40,80
1946,Female,White,Republican,Some college,27,100,39,95,0,100,75,0,53,4,0,100,NA,86,6,76
1942,Female,White,Independent,High school graduate,91,100,100,51,65,100,100,50,65,100,50,100,54,98,41,81
1962,Female,Black,Democrat,Post-grad,100,76,100,96,95,100,99,91,83,2,8,70,NA,100,47,6
1956,Female,White,Democrat,No HS,44,94,46,44,NA,NA,57,NA,19,76,NA,69,NA,48,98,NA
1961,Female,White,Republican,4-year,10,67,51,50,1,73,75,5,23,6,17,69,49,44,11,74
1978,Female,Mixed,Democrat,4-year,50,50,50,50,50,50,31,97,69,100,74,46,0,0,72,2
1979,Female,White,Not sure,High school graduate,50,90,50,50,50,50,51,50,43,78,50,77,50,50,50,50
1966,Female,White,Democrat,4-year,58,51,54,43,53,56,85,94,88,40,35,58,2,82,69,3
1981,Female,White,Republican,Post-grad,81,81,81,70,42,100,50,40,90,99,24,75,48,50,52,60
1968,Female,White,Republican,Some college,62,75,25,23,6,81,80,0,7,1,0,88,100,77,0,51
1951,Female,White,Independent,2-year,93,81,89,82,NA,72,97,11,31,3,21,98,NA,79,28,63
1983,Female,White,Not sure,High school graduate,100,100,100,100,100,100,100,77,100,100,66,100,83,53,98,66
1948,Female,White,Republican,High school graduate,47,69,52,51,31,72,48,50,51,78,50,76,38,38,38,50
1941,Female,Mixed,Independent,High school graduate,81,74,71,77,79,77,93,71,69,49,70,91,NA,88,60,62
1950,Female,Black,Democrat,4-year,98,75,88,90,88,98,52,98,91,52,91,50,0,5,100,0
1966,Male,White,Independent,High school graduate,79,90,51,99,0,90,100,0,80,0,1,90,90,100,0,80
1954,Female,White,Democrat,Post-grad,100,91,93,98,79,53,49,99,72,98,67,68,0,21,74,NA
1946,Female,White,Republican,2-year,49,53,51,86,39,91,95,9,69,48,38,96,NA,42,26,88
1981,Male,White,Independent,Post-grad,50,50,50,54,69,50,75,68,71,50,63,84,1,24,78,27
1946,Male,White,Democrat,High school graduate,90,100,91,89,74,70,50,89,95,90,90,86,4,27,99,45
1957,Male,White,Independent,4-year,60,77,76,90,68,76,86,69,71,79,69,40,20,33,65,21
1979,Female,White,Democrat,Post-grad,91,93,94,91,88,95,59,94,97,90,48,70,0,7,91,3
1975,Female,White,Democrat,Some college,56,71,65,69,52,93,74,89,50,50,99,88,53,19,81,31
1979,Male,White,Democrat,4-year,100,80,80,84,90,91,50,95,90,99,80,79,1,1,75,2
1969,Male,White,Democrat,4-year,56,51,100,61,72,72,26,99,82,100,100,2,0,2,86,0
1958,Female,White,Republican,2-year,72,63,62,97,28,97,100,47,80,73,36,98,NA,63,59,66
1958,Female,White,Republican,4-year,90,90,80,90,50,89,100,0,81,50,NA,100,NA,100,NA,62
1974,Female,White,Independent,4-year,97,97,97,97,96,97,98,6,97,96,13,100,NA,99,6,33
1943,Female,White,Republican,4-year,51,90,89,80,60,95,100,46,51,40,56,90,NA,96,50,41
1935,Female,White,Republican,No HS,50,66,1,19,1,84,82,58,1,80,25,99,34,59,29,73
1941,Female,White,Democrat,High school graduate,91,86,85,84,85,80,91,69,6,81,88,99,NA,87,85,5
1963,Male,White,Democrat,Some college,90,29,96,98,63,100,25,94,79,99,96,75,NA,3,75,NA
1962,Female,White,Independent,Some college,70,99,81,100,32,80,100,NA,69,75,NA,100,41,51,NA,51
1954,Female,Mixed,Democrat,High school graduate,98,96,98,97,89,84,89,73,92,72,86,68,88,95,99,47
1959,Male,White,Democrat,No HS,80,NA,NA,NA,NA,NA,62,NA,NA,42,52,60,NA,56,NA,NA
1979,Female,Hispanic,Republican,4-year,81,89,69,66,39,90,89,89,60,50,11,89,10,80,13,51
1955,Female,White,Democrat,4-year,100,50,100,100,65,100,69,100,80,98,84,89,1,56,95,2
1944,Female,White,Democrat,4-year,77,77,77,77,77,77,77,52,77,77,81,84,4,66,81,50
1989,Female,White,Independent,4-year,62,81,59,69,62,35,76,31,NA,NA,NA,50,NA,84,NA,80
1983,Male,White,Independent,4-year,79,72,88,76,59,75,79,50,49,56,NA,87,NA,82,48,47
1943,Female,White,Independent,High school graduate,72,85,79,76,17,80,88,68,65,67,16,99,68,71,2,65
1981,Female,White,Democrat,High school graduate,64,64,64,64,63,65,71,64,64,62,75,32,0,20,70,9
1955,Male,White,Republican,High school graduate,72,91,62,68,28,91,94,41,54,59,63,84,68,53,33,54
1958,Female,White,Independent,4-year,49,46,20,47,5,51,2,52,41,99,5,72,28,5,21,44
1949,Female,Hispanic,Democrat,High school graduate,75,48,75,44,75,84,59,50,79,41,95,51,0,44,45,0
1945,Female,White,Independent,4-year,96,92,96,99,90,97,97,98,97,98,81,89,5,28,75,4
1988,Female,White,Not sure,4-year,64,80,63,92,64,91,87,57,87,86,NA,91,NA,NA,NA,NA
1964,Male,White,Independent,2-year,85,88,85,86,1,82,61,2,4,87,2,NA,65,50,2,72
1944,Male,White,Republican,High school graduate,85,80,80,80,60,80,95,60,79,60,70,98,NA,90,30,70
1952,Female,Black,Independent,High school graduate,50,50,50,50,50,50,50,90,50,50,80,60,0,50,75,0
1985,Female,Asian,Democrat,Post-grad,30,80,82,95,75,72,54,90,97,6,91,100,82,51,100,59
1949,Female,White,Independent,High school graduate,78,82,81,86,74,89,99,69,81,82,79,84,NA,81,47,46
1964,Female,White,Democrat,Post-grad,75,70,83,75,74,77,100,71,73,90,29,96,9,31,53,68
1938,Female,White,Republican,High school graduate,51,51,50,50,51,51,50,1,50,26,1,100,2,NA,1,72
1949,Female,Black,Democrat,2-year,98,77,90,79,76,78,51,95,94,89,78,45,4,17,70,0
1930,Female,White,Independent,Some college,51,70,51,NA,54,62,76,50,30,51,75,97,NA,84,22,45
1960,Female,White,Democrat,Some college,84,78,73,23,10,78,83,76,13,34,30,4,34,43,97,0
1967,Male,White,Republican,2-year,50,51,51,50,50,50,50,5,50,50,42,90,60,51,21,44
1961,Female,White,Republican,Post-grad,72,82,70,81,53,82,51,4,77,51,53,94,53,52,51,55
1967,Female,White,Independent,2-year,50,50,50,50,41,51,50,50,41,50,76,50,50,50,7,6
1961,Female,White,Republican,High school graduate,NA,91,50,53,3,50,93,14,5,NA,5,NA,7,11,79,73
1985,Female,White,Independent,Some college,81,70,69,79,75,100,79,60,69,100,NA,100,2,43,76,28
1961,Female,White,Democrat,High school graduate,51,50,49,51,50,51,51,51,50,100,49,50,NA,49,100,0
1947,Female,White,Republican,High school graduate,70,95,0,91,38,74,92,90,3,80,69,94,51,77,58,69
1934,Female,White,Independent,High school graduate,80,71,86,91,60,85,21,50,60,79,0,90,50,11,50,20
1984,Female,White,Republican,4-year,84,98,63,68,34,53,100,51,11,4,70,93,51,85,28,90
1963,Female,White,Independent,Post-grad,49,51,69,65,28,48,83,50,72,68,11,100,49,54,25,26
1952,Male,Other,Republican,Post-grad,38,50,52,62,34,64,82,55,12,53,26,81,23,42,13,84
1964,Female,White,Democrat,Post-grad,70,68,76,79,87,78,51,98,89,94,89,81,2,6,89,3
1963,Female,Black,Democrat,Some college,32,31,42,75,66,28,87,92,3,35,19,31,NA,NA,50,NA
1989,Female,Other,Other,4-year,54,74,71,47,41,86,81,11,79,47,58,59,55,72,58,51
1982,Female,White,Democrat,Post-grad,60,52,58,53,53,55,26,71,63,91,100,7,NA,NA,74,7
1967,Male,White,Republican,Post-grad,51,90,50,50,50,50,100,11,41,1,91,100,NA,95,20,69
1953,Female,White,Democrat,4-year,45,67,63,81,19,67,65,66,65,83,38,87,51,22,63,13
1957,Female,White,Independent,Some college,85,85,85,91,80,65,10,97,85,91,86,49,0,0,55,0
1960,Female,White,Democrat,Post-grad,100,78,100,91,91,92,12,100,100,100,81,37,0,3,76,1
1954,Female,Black,Democrat,High school graduate,99,91,99,97,98,98,99,NA,99,8,94,31,78,98,99,72
1942,Male,White,Independent,Post-grad,70,70,70,72,71,71,61,89,71,69,90,51,3,20,59,3
1935,Male,White,Democrat,Post-grad,65,76,65,74,62,75,72,75,75,NA,77,74,4,26,94,26
1963,Female,White,Democrat,2-year,98,93,95,93,94,95,95,88,89,95,69,95,NA,88,91,90
1964,Female,White,Republican,High school graduate,96,96,96,96,22,93,96,1,96,50,0,96,81,33,2,81
1951,Male,White,Democrat,No HS,46,50,47,46,49,47,48,47,49,44,55,55,47,50,82,3
1946,Male,White,Republican,Post-grad,60,85,65,90,11,90,95,21,50,51,26,75,41,61,11,90
1959,Male,White,Independent,4-year,70,75,70,60,10,30,20,60,60,50,25,60,0,5,60,0
1939,Male,White,Independent,Some college,60,76,81,80,51,90,100,50,80,50,40,95,50,100,25,80
1946,Male,White,Republican,High school graduate,34,78,26,76,23,78,86,19,23,48,7,99,16,90,8,77
1947,Male,White,Other,High school graduate,89,91,84,62,10,98,99,20,21,3,25,85,52,91,10,69
1954,Female,White,Independent,Some college,50,77,80,50,51,51,49,96,51,50,93,89,0,9,71,0
1956,Female,White,Democrat,4-year,87,47,84,94,68,90,32,91,98,100,85,81,NA,5,80,9
1960,Male,White,Democrat,High school graduate,65,65,66,70,58,63,66,61,65,65,66,59,49,55,64,6
1947,Female,White,Democrat,High school graduate,80,88,78,84,69,82,90,79,81,89,77,80,0,63,87,0
1959,Male,White,Independent,Post-grad,75,50,75,75,50,50,25,75,75,75,75,50,NA,NA,60,NA
1968,Female,White,Independent,Some college,55,75,40,55,5,58,65,15,25,49,50,50,58,24,20,30
1946,Female,White,Independent,4-year,69,69,71,61,72,90,44,83,63,72,93,72,3,5,83,11
1959,Female,White,Independent,High school graduate,15,81,10,15,6,51,78,0,3,0,50,81,5,26,50,10
1963,Male,White,Republican,High school graduate,47,79,43,64,3,81,100,34,7,50,9,100,16,45,13,85
1974,Male,White,Democrat,Some college,71,60,82,59,61,80,50,78,77,80,55,62,3,6,74,9
1939,Male,White,Independent,High school graduate,99,100,99,99,100,98,97,41,100,38,100,100,8,94,48,100
1972,Female,White,Independent,2-year,59,95,52,57,14,31,99,72,55,18,53,46,50,87,95,7
1965,Female,Black,Other,4-year,100,42,81,50,91,50,NA,80,100,66,100,NA,NA,NA,82,NA
1947,Male,Hispanic,Independent,Post-grad,70,68,96,88,3,80,99,8,9,71,9,98,96,99,11,60
1957,Female,White,Democrat,High school graduate,95,94,97,95,87,94,37,90,94,100,95,98,7,30,98,5
1947,Male,White,Independent,4-year,81,84,71,19,2,100,98,4,41,3,31,91,93,87,2,28
1954,Female,Hispanic,Republican,High school graduate,80,80,80,80,51,80,99,4,51,50,4,96,51,80,1,80
1980,Male,Other,Democrat,4-year,52,50,75,100,66,100,100,50,100,66,78,26,0,16,78,46
1965,Male,White,Democrat,4-year,41,50,91,96,40,51,5,50,89,30,77,90,0,0,90,0
1953,Male,White,Republican,High school graduate,71,70,90,90,70,100,100,35,89,40,50,99,40,99,21,89
1950,Male,White,Independent,4-year,50,70,70,90,50,90,91,50,31,50,70,100,91,90,11,50
1965,Female,White,Independent,4-year,75,80,80,80,45,80,80,10,50,75,25,80,50,80,10,75
1957,Female,White,Democrat,2-year,99,95,82,88,84,100,100,95,84,99,89,100,88,95,100,81
1966,Female,White,Democrat,4-year,95,80,96,94,95,94,49,94,95,96,91,90,5,21,89,35
1941,Female,White,Democrat,High school graduate,94,100,93,99,81,100,100,80,80,100,90,93,30,72,92,53
1957,Female,White,Republican,Some college,80,81,80,81,81,81,78,51,81,80,25,99,NA,81,26,79
1965,Female,Black,Not sure,4-year,91,27,75,91,61,75,61,50,75,91,26,NA,NA,7,NA,NA
1973,Female,Black,Other,Some college,96,32,66,94,32,22,12,70,32,94,31,19,100,6,59,76
1958,Male,Hispanic,Republican,Some college,100,100,100,100,3,100,100,3,41,4,5,100,81,100,3,100
1953,Female,White,Democrat,Post-grad,79,45,65,73,69,79,94,47,73,65,45,74,4,44,50,10
1949,Male,White,Independent,High school graduate,50,61,51,65,50,91,100,50,42,16,11,100,NA,97,16,40
1971,Female,White,Republican,2-year,13,100,51,28,NA,99,100,19,1,NA,NA,100,96,98,NA,95
1966,Male,Other,Other,Some college,100,100,100,100,47,100,100,37,100,100,NA,100,NA,100,48,100
1954,Female,Black,Democrat,Some college,100,41,92,89,53,90,50,100,NA,91,78,NA,1,15,NA,9
1968,Female,White,Republican,4-year,25,29,43,22,36,18,30,37,37,18,28,42,24,25,33,39
1942,Male,White,Independent,High school graduate,69,81,71,66,61,76,31,71,69,89,20,70,5,8,69,20
1961,Male,White,Republican,2-year,41,51,41,49,28,50,51,10,5,5,11,70,51,50,5,80
1973,Male,White,Independent,High school graduate,52,53,24,50,32,50,35,41,41,41,100,21,3,3,44,3
1966,Female,White,Republican,Post-grad,78,81,72,71,46,50,89,70,50,68,20,75,50,50,62,50
1944,Male,White,Democrat,High school graduate,NA,85,75,70,68,79,91,75,51,96,79,97,51,70,NA,29
1964,Male,White,Independent,Some college,40,80,79,60,30,70,80,30,41,40,70,70,NA,60,20,65
1945,Female,White,Democrat,High school graduate,85,90,89,71,71,95,80,90,89,92,91,91,NA,20,90,31
1952,Male,White,Independent,4-year,100,100,100,100,87,100,76,91,81,100,100,78,5,53,89,9
1959,Male,White,Republican,2-year,72,89,86,87,16,80,100,27,68,25,22,75,85,96,27,86
1961,Female,White,Independent,4-year,74,55,67,51,69,86,28,63,73,77,50,44,2,10,84,11
1958,Female,White,Republican,High school graduate,60,98,76,59,NA,95,94,81,10,13,NA,77,NA,96,11,70
1977,Male,White,Republican,2-year,87,88,78,74,29,94,99,27,79,27,51,91,27,100,51,96
1936,Male,Other,Independent,High school graduate,45,50,50,80,50,NA,75,30,50,20,75,25,0,45,45,5
1964,Female,Asian,Democrat,4-year,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96
1932,Female,White,Republican,High school graduate,71,95,89,74,51,100,99,53,65,23,72,100,NA,97,80,100
1966,Female,White,Independent,4-year,50,50,50,50,50,50,50,40,30,50,56,100,51,51,25,61
1950,Male,Hispanic,Democrat,High school graduate,98,50,99,47,12,26,70,26,29,50,80,81,29,40,98,11
1938,Male,Hispanic,Independent,2-year,100,100,100,100,100,100,100,0,75,25,10,100,15,100,0,97
1983,Male,White,Other,Some college,70,75,70,75,58,70,65,10,50,69,40,65,75,60,5,45
1964,Male,White,Republican,High school graduate,54,100,NA,53,NA,60,100,52,NA,NA,53,82,NA,100,54,100
1965,Female,Black,Democrat,Some college,58,51,52,50,55,56,45,49,47,48,48,47,51,56,55,50
1958,Female,White,Republican,High school graduate,90,83,91,92,98,95,92,87,90,92,88,88,71,91,75,91
1950,Female,White,Democrat,High school graduate,80,80,75,84,78,85,78,72,84,77,68,60,5,75,66,25
1958,Male,White,Republican,High school graduate,99,100,99,98,NA,99,100,0,22,50,NA,100,99,100,NA,51
1989,Female,White,Independent,Post-grad,100,41,100,100,91,100,40,100,100,100,76,5,0,1,57,1
1949,Male,White,Republican,High school graduate,72,72,51,50,52,50,50,67,52,52,53,97,3,9,41,28
1940,Female,White,Republican,High school graduate,91,84,66,80,59,95,100,66,82,77,57,100,NA,100,27,82
1986,Female,White,Republican,Some college,52,61,51,51,45,55,75,35,41,53,47,65,55,55,27,56
1959,Male,Black,Democrat,Some college,100,100,100,100,70,100,100,50,79,30,49,51,6,71,90,11
1937,Female,White,Republican,High school graduate,84,98,60,100,51,97,100,0,53,89,20,100,80,100,5,99
1965,Female,Hispanic,Democrat,2-year,59,53,63,55,53,47,100,50,50,70,80,64,60,86,85,53
1962,Male,White,Independent,2-year,80,80,80,80,80,80,80,80,80,80,6,100,3,4,70,21
1967,Male,White,Republican,Some college,59,71,59,73,72,77,75,30,65,30,72,47,30,54,37,73
1932,Female,White,Democrat,Post-grad,75,85,56,90,50,81,90,55,81,66,70,70,11,41,80,11
1957,Male,White,Independent,Post-grad,50,50,50,50,10,79,90,10,50,40,50,90,75,79,10,60
1958,Female,White,Independent,High school graduate,81,81,82,80,72,70,70,50,91,61,29,70,6,32,84,7
1960,Female,White,Republican,High school graduate,75,83,74,72,16,35,82,26,44,42,57,90,56,66,53,82
1970,Female,White,Republican,4-year,82,96,54,82,14,99,94,4,58,46,12,95,0,67,3,94
1979,Female,White,Democrat,Post-grad,100,100,100,100,100,100,50,50,100,100,50,100,1,50,75,25
1988,Female,White,Democrat,Some college,78,35,89,77,71,76,22,78,76,100,80,30,0,3,22,9
1954,Male,Black,Democrat,Some college,80,70,50,51,2,50,6,80,50,51,100,2,NA,3,80,3
